"name","year","team","league","goose_eggs","broken_eggs","mehs","league_average_gpct","ppf","replacement_gpct","gwar","key_retro"
"Jim Shellenback",1971.00,"WS2","AL",5.00,1.00,2.00,0.78,95.00,0.74,0.27,"shelj101"
"Rickey Clark",1971.00,"CAL","AL",1.00,0.00,0.00,0.78,93.00,0.74,0.13,"clarr104"
"Roger Nelson",1971.00,"KCA","AL",0.00,0.00,0.00,0.77,99.00,0.74,,"nelsr101"
"Jim Strickland",1971.00,"MIN","AL",4.00,1.00,2.00,0.77,102.00,0.73,0.16,"strij104"
"Tom Bradley",1971.00,"CHA","AL",6.00,2.00,2.00,0.76,104.00,0.73,0.06,"bradt102"
"Gary Waslewski",1971.00,"NYA","AL",1.00,2.00,0.00,0.78,94.00,0.74,-0.64,"waslg101"
"Terry Forster",1971.00,"CHA","AL",6.00,2.00,7.00,0.76,104.00,0.73,0.06,"forst001"
"Mel Queen",1971.00,"CAL","AL",10.00,3.00,7.00,0.78,93.00,0.74,0.13,"queem102"
"Vince Colbert",1971.00,"CLE","AL",6.00,4.00,4.00,0.76,110.00,0.72,-0.65,"colbv101"
"Marcelino Lopez",1971.00,"MIL","AL",2.00,2.00,6.00,0.77,100.00,0.73,-0.49,"lopem101"
"Jerry Bell",1971.00,"MIL","AL",4.00,1.00,0.00,0.77,100.00,0.73,0.15,"bellj101"
"Steve Luebber",1971.00,"MIN","AL",2.00,0.00,0.00,0.77,102.00,0.73,0.27,"luebs101"
"Ken Tatum",1971.00,"BOS","AL",5.00,5.00,4.00,0.76,108.00,0.72,-1.18,"tatuk101"
"Monty Montgomery",1971.00,"KCA","AL",3.00,0.00,0.00,0.77,99.00,0.74,0.40,"montm102"
"Tom Hall",1971.00,"MIN","AL",11.00,3.00,4.00,0.77,102.00,0.73,0.36,"hallt101"
"Jim Kaat",1971.00,"MIN","AL",0.00,0.00,0.00,0.77,102.00,0.73,,"kaatj101"
"Chuck Machemehl",1971.00,"CLE","AL",6.00,1.00,3.00,0.76,110.00,0.72,0.48,"machc101"
"Bill Zepp",1971.00,"DET","AL",1.00,1.00,1.00,0.76,105.00,0.73,-0.24,"zeppb101"
"Jim Rooker",1971.00,"KCA","AL",1.00,1.00,1.00,0.77,99.00,0.74,-0.25,"rookj101"
"Jim Hardin",1971.00,"BAL","AL",0.00,0.00,0.00,0.77,97.00,0.74,,"hardj101"
"Cal Koonce",1971.00,"BOS","AL",0.00,1.00,0.00,0.76,108.00,0.72,-0.37,"koonc101"
"Don Wilson",1971.00,"HOU","AL",0.00,0.00,0.00,0.77,97.00,0.74,,"wilsd102"
"Jackie Brown",1971.00,"WS2","AL",0.00,0.00,0.00,0.78,95.00,0.74,,"browj109"
"Steve Mingori",1971.00,"CLE","AL",15.00,5.00,3.00,0.76,110.00,0.72,0.25,"mings101"
"Rich Hinton",1971.00,"CHA","AL",5.00,3.00,3.00,0.76,104.00,0.73,-0.45,"hintr101"
"Sal Campisi",1971.00,"MIN","AL",0.00,0.00,1.00,0.77,102.00,0.73,,"camps102"
"Bill Denehy",1971.00,"DET","AL",5.00,3.00,3.00,0.76,105.00,0.73,-0.44,"deneb101"
"Eddie Fisher",1971.00,"CAL","AL",19.00,6.00,5.00,0.78,93.00,0.74,0.14,"fishe102"
"Ken Wright",1971.00,"KCA","AL",4.00,0.00,0.00,0.77,99.00,0.74,0.53,"wrigk101"
"Ken Brett",1971.00,"BOS","AL",3.00,0.00,0.00,0.76,108.00,0.72,0.42,"bretk101"
"Fritz Peterson",1971.00,"NYA","AL",4.00,0.00,0.00,0.78,94.00,0.74,0.52,"petef101"
"Jim Hardin",1971.00,"NYA","AL",0.00,1.00,0.00,0.78,94.00,0.74,-0.38,"hardj101"
"Billy Wynne",1971.00,"CAL","AL",0.00,0.00,0.00,0.78,93.00,0.74,,"wynnb102"
"Dave Boswell",1971.00,"BAL","AL",0.00,0.00,0.00,0.77,97.00,0.74,,"boswd101"
"Jim Hannan",1971.00,"MIL","AL",0.00,0.00,0.00,0.77,100.00,0.73,,"hannj102"
"Steve Hargan",1971.00,"CLE","AL",6.00,1.00,2.00,0.76,110.00,0.72,0.48,"hargs101"
"Mike Paul",1971.00,"CLE","AL",1.00,0.00,0.00,0.76,110.00,0.72,0.14,"paulm101"
"Mike Nagy",1971.00,"BOS","AL",0.00,0.00,1.00,0.76,108.00,0.72,,"nagym101"
"Alan Foster",1971.00,"CLE","AL",0.00,0.00,0.00,0.76,110.00,0.72,,"fosta101"
"Rollie Fingers",1971.00,"OAK","AL",35.00,3.00,3.00,0.77,97.00,0.74,3.51,"fingr001"
