"name","year","team","league","goose_eggs","broken_eggs","mehs","league_average_gpct","ppf","replacement_gpct","gwar","key_retro"
"Dane de la Rosa",2012.00,"TBA","AL",0.00,0.00,0.00,0.79,93.00,0.75,,"delad001"
"Ryota Igarashi",2012.00,"NYA","AL",0.00,0.00,0.00,0.77,102.00,0.74,,"igarr001"
"Everett Teaford",2012.00,"KCA","AL",1.00,1.00,0.00,0.78,100.00,0.74,-0.25,"teafe001"
"Kevin Jepsen",2012.00,"ANA","AL",14.00,3.00,3.00,0.79,92.00,0.75,0.58,"jepsk001"
"Travis Blackley",2012.00,"OAK","AL",3.00,0.00,0.00,0.78,97.00,0.75,0.38,"blact001"
"Daniel Bard",2012.00,"BOS","AL",1.00,0.00,0.00,0.77,106.00,0.73,0.13,"bardd001"
"Jairo Asencio",2012.00,"CLE","AL",3.00,1.00,0.00,0.78,95.00,0.75,-6.6333e-03,"valdl001"
"Ernesto Frieri",2012.00,"ANA","AL",25.00,4.00,2.00,0.79,92.00,0.75,1.57,"friee001"
"Brad Lincoln",2012.00,"TOR","AL",4.00,1.00,3.00,0.77,104.00,0.74,0.15,"lincb001"
"Francisley Bueno",2012.00,"KCA","AL",6.00,1.00,1.00,0.78,100.00,0.74,0.40,"buenf001"
"Francisco Liriano",2012.00,"CHA","AL",0.00,0.00,0.00,0.77,106.00,0.73,,"lirif001"
"Jared Burton",2012.00,"MIN","AL",31.00,6.00,3.00,0.78,99.00,0.74,1.73,"burtj001"
"Carlos Villanueva",2012.00,"TOR","AL",3.00,0.00,2.00,0.77,104.00,0.74,0.40,"villc001"
"George Sherrill",2012.00,"SEA","AL",0.00,0.00,0.00,0.79,91.00,0.75,,"sherg001"
"Chad Beck",2012.00,"TOR","AL",1.00,0.00,0.00,0.77,104.00,0.74,0.13,"beckc001"
"Jerome Williams",2012.00,"ANA","AL",0.00,0.00,0.00,0.79,92.00,0.75,,"willj003"
"Brandon League",2012.00,"SEA","AL",13.00,7.00,3.00,0.79,91.00,0.75,-1.13,"leagb001"
"Jordan Norberto",2012.00,"OAK","AL",9.00,3.00,0.00,0.78,97.00,0.75,-2.4276e-03,"norbj001"
"Chad Qualls",2012.00,"NYA","AL",0.00,0.00,0.00,0.77,102.00,0.74,,"qualc001"
"J.A. Happ",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"happj001"
"Steve Delabar",2012.00,"TOR","AL",8.00,3.00,3.00,0.77,104.00,0.74,-0.07,"delas001"
"Franklin Morales",2012.00,"BOS","AL",6.00,2.00,4.00,0.77,106.00,0.73,0.05,"moraf001"
"Louis Coleman",2012.00,"KCA","AL",2.00,1.00,1.00,0.78,100.00,0.74,-0.12,"colel001"
"Jose Quintana",2012.00,"CHA","AL",0.00,0.00,0.00,0.77,106.00,0.73,,"quinj001"
"Shawn Kelley",2012.00,"SEA","AL",7.00,4.00,4.00,0.79,91.00,0.75,-0.70,"kells001"
"Wesley Wright",2012.00,"HOU","AL",8.00,5.00,14.00,0.77,101.00,0.74,-0.87,"wrigw001"
"Steve Delabar",2012.00,"SEA","AL",1.00,2.00,4.00,0.79,91.00,0.75,-0.66,"delas001"
"Casey Fien",2012.00,"MIN","AL",7.00,0.00,3.00,0.78,99.00,0.74,0.91,"fienc001"
"Chris Carpenter",2012.00,"BOS","AL",1.00,0.00,0.00,0.77,106.00,0.73,0.13,"carpc003"
"Koji Uehara",2012.00,"TEX","AL",6.00,0.00,2.00,0.76,111.00,0.73,0.83,"uehak001"
"Luis Perez",2012.00,"TOR","AL",7.00,1.00,1.00,0.77,104.00,0.74,0.55,"perel001"
"Jeremy Accardo",2012.00,"OAK","AL",0.00,0.00,0.00,0.78,97.00,0.75,,"accaj001"
"Pedro Strop",2012.00,"BAL","AL",29.00,6.00,4.00,0.77,103.00,0.74,1.57,"strop001"
"Andrew Miller",2012.00,"BOS","AL",6.00,4.00,5.00,0.77,106.00,0.73,-0.71,"milla002"
"Scott Downs",2012.00,"ANA","AL",14.00,0.00,12.00,0.79,92.00,0.75,1.76,"downs001"
"Wilton Lopez",2012.00,"HOU","AL",23.00,8.00,7.00,0.77,101.00,0.74,-0.04,"lopew001"
"Jose Mijares",2012.00,"KCA","AL",4.00,2.00,7.00,0.78,100.00,0.74,-0.24,"mijaj001"
"Pedro Beato",2012.00,"BOS","AL",1.00,0.00,0.00,0.77,106.00,0.73,0.13,"beatp001"
"Josh Kinney",2012.00,"SEA","AL",11.00,5.00,3.00,0.79,91.00,0.75,-0.59,"kinnj001"
"Josh Lueke",2012.00,"TBA","AL",0.00,0.00,0.00,0.79,93.00,0.75,,"luekj001"
"Luis Marte",2012.00,"DET","AL",2.00,0.00,1.00,0.77,103.00,0.74,0.26,"martl003"
"Scott Maine",2012.00,"CLE","AL",0.00,1.00,0.00,0.78,95.00,0.75,-0.39,"mains001"
"Aaron Loup",2012.00,"TOR","AL",3.00,2.00,5.00,0.77,104.00,0.74,-0.36,"loupa001"
"Alexi Ogando",2012.00,"TEX","AL",20.00,4.00,5.00,0.76,111.00,0.73,1.27,"ogana001"
"Mickey Storey",2012.00,"HOU","AL",3.00,1.00,0.00,0.77,101.00,0.74,0.01,"storm001"
"Yoshinori Tateyama",2012.00,"TEX","AL",1.00,0.00,0.00,0.76,111.00,0.73,0.13,"tatey001"
"Lester Oliveros",2012.00,"MIN","AL",0.00,0.00,0.00,0.78,99.00,0.74,,"olivl001"
"Roy Oswalt",2012.00,"TEX","AL",3.00,0.00,0.00,0.76,111.00,0.73,0.41,"oswar001"
"Jason Berken",2012.00,"BAL","AL",0.00,0.00,0.00,0.77,103.00,0.74,,"berkj001"
"J.P. Howell",2012.00,"TBA","AL",5.00,0.00,1.00,0.79,93.00,0.75,0.63,"howej003"
"Zach Phillips",2012.00,"BAL","AL",0.00,0.00,0.00,0.77,103.00,0.74,,"philz001"
"Drew Smyly",2012.00,"DET","AL",1.00,0.00,0.00,0.77,103.00,0.74,0.13,"smyld001"
"Jeff Manship",2012.00,"MIN","AL",0.00,1.00,0.00,0.78,99.00,0.74,-0.38,"mansj001"
"Dylan Axelrod",2012.00,"CHA","AL",2.00,0.00,0.00,0.77,106.00,0.73,0.27,"axeld001"
"Jose Ortega",2012.00,"DET","AL",0.00,0.00,1.00,0.77,103.00,0.74,,"ortej001"
"Matt Albers",2012.00,"BOS","AL",5.00,1.00,4.00,0.77,106.00,0.73,0.29,"albem001"
"Luis Ayala",2012.00,"BAL","AL",17.00,2.00,4.00,0.77,103.00,0.74,1.50,"ayall001"
"Derek Holland",2012.00,"TEX","AL",0.00,0.00,0.00,0.76,111.00,0.73,,"holld003"
"David Carpenter",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"carpd001"
"Joaquin Benoit",2012.00,"DET","AL",28.00,9.00,2.00,0.77,103.00,0.74,0.28,"benoj001"
"Steve Geltz",2012.00,"ANA","AL",0.00,0.00,0.00,0.79,92.00,0.75,,"gelts001"
"Nate Adcock",2012.00,"KCA","AL",5.00,2.00,0.00,0.78,100.00,0.74,-0.11,"adcon001"
"Hector Santiago",2012.00,"CHA","AL",4.00,2.00,3.00,0.77,106.00,0.73,-0.22,"santh001"
"Jonathan Broxton",2012.00,"KCA","AL",19.00,4.00,1.00,0.78,100.00,0.74,0.95,"broxj001"
"Freddy Garcia",2012.00,"NYA","AL",6.00,1.00,0.00,0.77,102.00,0.74,0.41,"garcf002"
"Brian Omogrosso",2012.00,"CHA","AL",0.00,0.00,0.00,0.77,106.00,0.73,,"omogb001"
"Jake Arrieta",2012.00,"BAL","AL",0.00,0.00,1.00,0.77,103.00,0.74,,"arrij001"
"Vicente Padilla",2012.00,"BOS","AL",22.00,7.00,4.00,0.77,106.00,0.73,0.31,"padiv001"
"Tony Sipp",2012.00,"CLE","AL",5.00,3.00,7.00,0.78,95.00,0.75,-0.53,"sippt001"
"Nate Jones",2012.00,"CHA","AL",12.00,2.00,8.00,0.77,106.00,0.73,0.86,"jonen001"
"Wilmer Font",2012.00,"TEX","AL",0.00,0.00,0.00,0.76,111.00,0.73,,"fontw001"
"Martin Perez",2012.00,"TEX","AL",0.00,0.00,1.00,0.76,111.00,0.73,,"perem004"
"Jose Valdez",2012.00,"HOU","AL",3.00,0.00,0.00,0.77,101.00,0.74,0.39,"valdj001"
"Brian Duensing",2012.00,"MIN","AL",11.00,3.00,5.00,0.78,99.00,0.74,0.27,"duenb001"
"Burke Badenhop",2012.00,"TBA","AL",7.00,2.00,2.00,0.79,93.00,0.75,0.10,"badeb001"
"Joel Peralta",2012.00,"TBA","AL",24.00,4.00,3.00,0.79,93.00,0.75,1.47,"peraj002"
"Sean Doolittle",2012.00,"OAK","AL",20.00,3.00,3.00,0.78,97.00,0.75,1.42,"dools001"
"Kyle Waldrop",2012.00,"MIN","AL",2.00,1.00,0.00,0.78,99.00,0.74,-0.12,"waldk001"
"Jeff Mathis",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"mathj001"
"Jason Isringhausen",2012.00,"ANA","AL",4.00,4.00,0.00,0.79,92.00,0.75,-1.07,"isrij001"
"Jesse Chavez",2012.00,"TOR","AL",1.00,0.00,0.00,0.77,104.00,0.74,0.13,"chavj001"
"Luis Perdomo",2012.00,"MIN","AL",0.00,0.00,0.00,0.78,99.00,0.74,,"perdl001"
"David Aardsma",2012.00,"NYA","AL",0.00,0.00,0.00,0.77,102.00,0.74,,"aardd001"
"Roman Colon",2012.00,"KCA","AL",0.00,0.00,0.00,0.78,100.00,0.74,,"color001"
"Mariano Rivera",2012.00,"NYA","AL",5.00,1.00,0.00,0.77,102.00,0.74,0.28,"rivem002"
"Brian Matusz",2012.00,"BAL","AL",3.00,0.00,2.00,0.77,103.00,0.74,0.40,"matub001"
"Andrew Carignan",2012.00,"OAK","AL",0.00,1.00,0.00,0.78,97.00,0.75,-0.39,"caria001"
"Miguel Gonzalez",2012.00,"BAL","AL",0.00,0.00,0.00,0.77,103.00,0.74,,"gonzm003"
"Craig Gentry",2012.00,"TEX","AL",0.00,0.00,0.00,0.76,111.00,0.73,,"gentc001"
"Greg Holland",2012.00,"KCA","AL",28.00,9.00,4.00,0.78,100.00,0.74,0.20,"hollg001"
"Andrew Taylor",2012.00,"ANA","AL",0.00,0.00,0.00,0.79,92.00,0.75,,"tayla002"
"Chris Sale",2012.00,"CHA","AL",0.00,0.00,1.00,0.77,106.00,0.73,,"salec001"
"Garrett Richards",2012.00,"ANA","AL",2.00,2.00,3.00,0.79,92.00,0.75,-0.53,"richg002"
"Robert Coello",2012.00,"TOR","AL",0.00,1.00,0.00,0.77,104.00,0.74,-0.38,"coelr001"
"Brett Cecil",2012.00,"TOR","AL",0.00,0.00,1.00,0.77,104.00,0.74,,"cecib001"
"Matt Maloney",2012.00,"MIN","AL",0.00,0.00,1.00,0.78,99.00,0.74,,"malom001"
"Jim Miller",2012.00,"OAK","AL",0.00,1.00,2.00,0.78,97.00,0.75,-0.39,"millj005"
"Xavier Cedeno",2012.00,"HOU","AL",2.00,2.00,3.00,0.77,101.00,0.74,-0.50,"cedex001"
"David Carpenter",2012.00,"HOU","AL",3.00,2.00,1.00,0.77,101.00,0.74,-0.37,"carpd001"
"Chris Davis",2012.00,"BAL","AL",1.00,0.00,0.00,0.77,103.00,0.74,0.13,"davic003"
"Aaron Crow",2012.00,"KCA","AL",20.00,6.00,3.00,0.78,100.00,0.74,0.31,"crowa001"
"Jesse Crain",2012.00,"CHA","AL",13.00,4.00,5.00,0.77,106.00,0.73,0.23,"craij001"
"Mitch Maier",2012.00,"KCA","AL",0.00,0.00,0.00,0.78,100.00,0.74,,"maiem001"
"Graham Godfrey",2012.00,"OAK","AL",0.00,0.00,0.00,0.78,97.00,0.75,,"godfg001"
"Sergio Santos",2012.00,"TOR","AL",1.00,2.00,1.00,0.77,104.00,0.74,-0.63,"sants001"
"Randy Wolf",2012.00,"BAL","AL",1.00,0.00,1.00,0.77,103.00,0.74,0.13,"wolfr001"
"Justin Thomas",2012.00,"BOS","AL",0.00,0.00,0.00,0.77,106.00,0.73,,"thomj006"
"Tom Wilhelmsen",2012.00,"SEA","AL",40.00,4.00,8.00,0.79,91.00,0.75,3.43,"wilht001"
"Barry Enright",2012.00,"ANA","AL",0.00,0.00,0.00,0.79,92.00,0.75,,"enrib001"
"Kevin Gregg",2012.00,"BAL","AL",6.00,2.00,0.00,0.77,103.00,0.74,0.03,"gregk001"
"Nick Hagadone",2012.00,"CLE","AL",4.00,1.00,0.00,0.78,95.00,0.75,0.12,"hagan001"
"Steve Johnson",2012.00,"BAL","AL",3.00,0.00,0.00,0.77,103.00,0.74,0.40,"johns001"
"Evan Crawford",2012.00,"TOR","AL",1.00,0.00,0.00,0.77,104.00,0.74,0.13,"crawe001"
"LaTroy Hawkins",2012.00,"ANA","AL",5.00,4.00,2.00,0.79,92.00,0.75,-0.94,"hawkl001"
"Cory Wade",2012.00,"NYA","AL",6.00,3.00,3.00,0.77,102.00,0.74,-0.35,"wadec001"
"Andrew Carpenter",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"carpa001"
"Mark Melancon",2012.00,"BOS","AL",4.00,2.00,2.00,0.77,106.00,0.73,-0.22,"melam001"
"Francisco Cordero",2012.00,"TOR","AL",8.00,6.00,1.00,0.77,104.00,0.74,-1.23,"cordf002"
"Duane Below",2012.00,"DET","AL",1.00,1.00,2.00,0.77,103.00,0.74,-0.25,"belod001"
"Jerry Blevins",2012.00,"OAK","AL",12.00,2.00,4.00,0.78,97.00,0.75,0.77,"blevj001"
"Hector Noesi",2012.00,"SEA","AL",0.00,0.00,0.00,0.79,91.00,0.75,,"noesh001"
"Hisanori Takahashi",2012.00,"ANA","AL",1.00,4.00,2.00,0.79,92.00,0.75,-1.44,"takah001"
"Dylan Bundy",2012.00,"BAL","AL",0.00,0.00,0.00,0.77,103.00,0.74,,"bundd001"
"Hector Ambriz",2012.00,"HOU","AL",3.00,1.00,0.00,0.77,101.00,0.74,0.01,"ambrh001"
"Philip Humber",2012.00,"CHA","AL",0.00,0.00,1.00,0.77,106.00,0.73,,"humbp001"
"Joba Chamberlain",2012.00,"NYA","AL",2.00,0.00,2.00,0.77,102.00,0.74,0.26,"chamj002"
"Josh Tomlin",2012.00,"CLE","AL",1.00,0.00,0.00,0.78,95.00,0.75,0.12,"tomlj001"
"Michael Bowden",2012.00,"BOS","AL",0.00,0.00,0.00,0.77,106.00,0.73,,"bowdm001"
"Vinnie Pestano",2012.00,"CLE","AL",41.00,5.00,2.00,0.78,95.00,0.75,3.30,"pestv001"
"Esmil Rogers",2012.00,"CLE","AL",8.00,3.00,2.00,0.78,95.00,0.75,-0.14,"rogee002"
"Justin Grimm",2012.00,"TEX","AL",0.00,0.00,0.00,0.76,111.00,0.73,,"grimj002"
"Miguel Socolovich",2012.00,"BAL","AL",1.00,1.00,0.00,0.77,103.00,0.74,-0.25,"socom001"
"Rhiner Cruz",2012.00,"HOU","AL",0.00,0.00,1.00,0.77,101.00,0.74,,"cruzr001"
"Jason Frasor",2012.00,"TOR","AL",7.00,4.00,2.00,0.77,104.00,0.74,-0.59,"frasj002"
"Sam Dyson",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"dysos001"
"Brett Myers",2012.00,"HOU","AL",15.00,5.00,0.00,0.77,101.00,0.74,0.05,"myerb001"
"Michael Kirkman",2012.00,"TEX","AL",2.00,1.00,4.00,0.76,111.00,0.73,-0.10,"kirkm001"
"Jhan Marinez",2012.00,"CHA","AL",1.00,0.00,1.00,0.77,106.00,0.73,0.13,"marij001"
"Chad Jenkins",2012.00,"TOR","AL",0.00,1.00,0.00,0.77,104.00,0.74,-0.38,"jenkc001"
"Enerio Del Rosario",2012.00,"HOU","AL",1.00,0.00,0.00,0.77,101.00,0.74,0.13,"delre001"
"Chuckie Fick",2012.00,"HOU","AL",1.00,1.00,1.00,0.77,101.00,0.74,-0.25,"fickc001"
"Fernando Abad",2012.00,"HOU","AL",1.00,0.00,0.00,0.77,101.00,0.74,0.13,"abadf001"
"Tanner Scheppers",2012.00,"TEX","AL",4.00,2.00,5.00,0.76,111.00,0.73,-0.20,"schet001"
"David Phelps",2012.00,"NYA","AL",3.00,1.00,4.00,0.77,102.00,0.74,0.01,"pheld001"
"Chris Seddon",2012.00,"CLE","AL",2.00,0.00,0.00,0.78,95.00,0.75,0.25,"seddc001"
"Zach Stewart",2012.00,"CHA","AL",0.00,1.00,1.00,0.77,106.00,0.73,-0.38,"stewz001"
"Stuart Pomeranz",2012.00,"BAL","AL",0.00,0.00,0.00,0.77,103.00,0.74,,"pomes001"
"Tommy Hottovy",2012.00,"KCA","AL",2.00,0.00,0.00,0.78,100.00,0.74,0.26,"hottt001"
"Joe Smith",2012.00,"CLE","AL",18.00,11.00,7.00,0.78,95.00,0.75,-1.99,"smitj002"
"Addison Reed",2012.00,"CHA","AL",27.00,5.00,5.00,0.77,106.00,0.73,1.76,"reeda001"
"Craig Breslow",2012.00,"BOS","AL",6.00,0.00,4.00,0.77,106.00,0.73,0.81,"bresc001"
"Glen Perkins",2012.00,"MIN","AL",23.00,5.00,4.00,0.78,99.00,0.74,1.07,"perkg001"
"Brandon Lyon",2012.00,"HOU","AL",6.00,3.00,3.00,0.77,101.00,0.74,-0.36,"lyonb003"
"Oliver Perez",2012.00,"SEA","AL",6.00,3.00,7.00,0.79,91.00,0.75,-0.43,"pereo002"
"Brian Bogusevic",2012.00,"HOU","AL",0.00,0.00,0.00,0.77,101.00,0.74,,"bogub001"
"Derek Lowe",2012.00,"NYA","AL",2.00,1.00,2.00,0.77,102.00,0.74,-0.11,"lowed001"
"Brayan Villarreal",2012.00,"DET","AL",4.00,4.00,6.00,0.77,103.00,0.74,-1.00,"villb002"
"Jeff Gray",2012.00,"MIN","AL",8.00,2.00,3.00,0.78,99.00,0.74,0.27,"grayj002"
"Cody Allen",2012.00,"CLE","AL",3.00,2.00,0.00,0.78,95.00,0.75,-0.39,"allec002"
"Matt Capps",2012.00,"MIN","AL",10.00,4.00,1.00,0.78,99.00,0.74,-0.24,"cappm001"
"Wade Davis",2012.00,"TBA","AL",8.00,2.00,2.00,0.79,93.00,0.75,0.22,"daviw001"
"Bobby Cassevah",2012.00,"ANA","AL",0.00,0.00,1.00,0.79,92.00,0.75,,"cassb001"
"Cesar Ramos",2012.00,"TBA","AL",0.00,0.00,0.00,0.79,93.00,0.75,,"ramoc001"
"Luke Putkonen",2012.00,"DET","AL",2.00,1.00,0.00,0.77,103.00,0.74,-0.11,"putkl001"
"Scott Richmond",2012.00,"TOR","AL",0.00,1.00,0.00,0.77,104.00,0.74,-0.38,"richs001"
"Rich Thompson",2012.00,"OAK","AL",0.00,0.00,0.00,0.78,97.00,0.75,,"thomr006"
"Clay Rapada",2012.00,"NYA","AL",2.00,0.00,6.00,0.77,102.00,0.74,0.26,"rapac001"
"Justin Germano",2012.00,"BOS","AL",0.00,0.00,0.00,0.77,106.00,0.73,,"germj001"
"Carter Capps",2012.00,"SEA","AL",0.00,0.00,1.00,0.79,91.00,0.75,,"cappc001"
"Jim Johnson",2012.00,"BAL","AL",44.00,2.00,3.00,0.77,103.00,0.74,5.13,"johnj010"
"Kyle Farnsworth",2012.00,"TBA","AL",5.00,5.00,2.00,0.79,93.00,0.75,-1.33,"farnk001"
"Octavio Dotel",2012.00,"DET","AL",15.00,5.00,3.00,0.77,103.00,0.74,0.08,"doteo001"
"Neftali Feliz",2012.00,"TEX","AL",0.00,0.00,0.00,0.76,111.00,0.73,,"felin001"
"Drew Butera",2012.00,"MIN","AL",0.00,0.00,0.00,0.78,99.00,0.74,,"buted001"
"Erasmo Ramirez",2012.00,"SEA","AL",0.00,0.00,1.00,0.79,91.00,0.75,,"ramie004"
"Pedro Figueroa",2012.00,"OAK","AL",0.00,0.00,0.00,0.78,97.00,0.75,,"figup001"
"Francisco Cordero",2012.00,"HOU","AL",0.00,4.00,0.00,0.77,101.00,0.74,-1.54,"cordf002"
"Lucas Luetge",2012.00,"SEA","AL",7.00,3.00,6.00,0.79,91.00,0.75,-0.30,"luetl001"
"Justin Thomas",2012.00,"NYA","AL",0.00,0.00,0.00,0.77,102.00,0.74,,"thomj006"
"Luis Mendoza",2012.00,"KCA","AL",0.00,0.00,1.00,0.78,100.00,0.74,,"mendl001"
"Dan Wheeler",2012.00,"CLE","AL",0.00,0.00,0.00,0.78,95.00,0.75,,"wheed001"
"Zach Britton",2012.00,"BAL","AL",0.00,0.00,0.00,0.77,103.00,0.74,,"britz001"
"Scott Atchison",2012.00,"BOS","AL",4.00,2.00,1.00,0.77,106.00,0.73,-0.22,"atchs001"
"Francisco Liriano",2012.00,"MIN","AL",1.00,0.00,0.00,0.78,99.00,0.74,0.13,"lirif001"
"Charlie Furbush",2012.00,"SEA","AL",9.00,3.00,9.00,0.79,91.00,0.75,-0.05,"furbc001"
"Jeanmar Gomez",2012.00,"CLE","AL",0.00,0.00,0.00,0.78,95.00,0.75,,"gomej002"
"Will Ohman",2012.00,"CHA","AL",2.00,1.00,1.00,0.77,106.00,0.73,-0.11,"ohmaw001"
"Evan Scribner",2012.00,"OAK","AL",3.00,0.00,0.00,0.78,97.00,0.75,0.38,"scrie001"
"Scott Barnes",2012.00,"CLE","AL",4.00,0.00,1.00,0.78,95.00,0.75,0.51,"barns002"
"Matt Thornton",2012.00,"CHA","AL",21.00,14.00,11.00,0.77,106.00,0.73,-2.50,"thorm001"
"DeWayne Wise",2012.00,"NYA","AL",0.00,0.00,0.00,0.77,102.00,0.74,,"wised001"
"Vin Mazzaro",2012.00,"KCA","AL",2.00,0.00,0.00,0.78,100.00,0.74,0.26,"mazzv001"
"David Pauley",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"pauld001"
"Brandon Gomes",2012.00,"TBA","AL",4.00,2.00,0.00,0.79,93.00,0.75,-0.27,"gomeb001"
"Bobby Korecky",2012.00,"TOR","AL",0.00,0.00,0.00,0.77,104.00,0.74,,"koreb001"
"Darnell McDonald",2012.00,"BOS","AL",0.00,1.00,0.00,0.77,106.00,0.73,-0.38,"mcdod002"
"Kelvin Herrera",2012.00,"KCA","AL",20.00,8.00,5.00,0.78,100.00,0.74,-0.46,"herrk001"
"Thad Weber",2012.00,"DET","AL",0.00,1.00,0.00,0.77,103.00,0.74,-0.38,"webet001"
"Brian Bruney",2012.00,"CHA","AL",1.00,0.00,0.00,0.77,106.00,0.73,0.13,"brunb001"
"Jesse Chavez",2012.00,"OAK","AL",0.00,0.00,0.00,0.78,97.00,0.75,,"chavj001"
"Joe Paterson",2012.00,"ARI","NL",1.00,0.00,0.00,0.73,106.00,0.70,0.15,"patej001"
"Rafael Betancourt",2012.00,"COL","NL",23.00,8.00,2.00,0.71,121.00,0.68,0.94,"betar001"
"Tom Gorzelanny",2012.00,"WAS","NL",9.00,2.00,4.00,0.74,101.00,0.71,0.61,"gorzt001"
"Mike Dunn",2012.00,"MIA","NL",11.00,3.00,10.00,0.74,100.00,0.71,0.53,"dunnm002"
"Henry Rodriguez",2012.00,"WAS","NL",9.00,5.00,1.00,0.74,101.00,0.71,-0.49,"rodrh002"
"Lendy Castillo",2012.00,"CHN","NL",0.00,1.00,0.00,0.74,99.00,0.71,-0.37,"castl002"
"Kevin Correia",2012.00,"PIT","NL",2.00,0.00,0.00,0.75,94.00,0.72,0.29,"corrk001"
"Clay Hensley",2012.00,"SFN","NL",9.00,3.00,5.00,0.76,88.00,0.72,0.12,"hensc002"
"Ronald Belisario",2012.00,"LAN","NL",30.00,5.00,5.00,0.75,96.00,0.71,2.52,"belir001"
"J.J. Putz",2012.00,"ARI","NL",24.00,6.00,2.00,0.73,106.00,0.70,1.49,"putzj001"
"Jeff Locke",2012.00,"PIT","NL",0.00,0.00,0.00,0.75,94.00,0.72,,"lockj001"
"Chien-Ming Wang",2012.00,"WAS","NL",0.00,0.00,0.00,0.74,101.00,0.71,,"wangc001"
"Chad Qualls",2012.00,"PIT","NL",0.00,1.00,0.00,0.75,94.00,0.72,-0.37,"qualc001"
"Tyler Chatwood",2012.00,"COL","NL",0.00,0.00,0.00,0.71,121.00,0.68,,"chatt001"
"Chris Hatcher",2012.00,"MIA","NL",0.00,0.00,0.00,0.74,100.00,0.71,,"hatcc002"
"Anthony Varvaro",2012.00,"ATL","NL",0.00,2.00,0.00,0.74,101.00,0.71,-0.73,"varva001"
"Matt Reynolds",2012.00,"COL","NL",0.00,0.00,4.00,0.71,121.00,0.68,,"reynm002"
"Chad Qualls",2012.00,"PHI","NL",7.00,4.00,4.00,0.74,101.00,0.71,-0.42,"qualc001"
"Manny Corpas",2012.00,"CHN","NL",5.00,4.00,1.00,0.74,99.00,0.71,-0.74,"corpm001"
"Edward Mujica",2012.00,"SLN","NL",10.00,1.00,1.00,0.75,97.00,0.71,1.09,"mujie001"
"Andrew Cashner",2012.00,"SDN","NL",10.00,4.00,1.00,0.75,92.00,0.72,-0.06,"casha001"
"Josh Lindblom",2012.00,"PHI","NL",5.00,2.00,2.00,0.74,101.00,0.71,0.01,"lindj004"
"Santiago Casilla",2012.00,"SFN","NL",26.00,10.00,9.00,0.76,88.00,0.72,-0.13,"garcj002"
"Logan Ondrusek",2012.00,"CIN","NL",21.00,6.00,6.00,0.73,107.00,0.70,1.05,"ondrl001"
"Ernesto Frieri",2012.00,"SDN","NL",0.00,0.00,0.00,0.75,92.00,0.72,,"friee001"
"Livan Hernandez",2012.00,"MIL","NL",0.00,2.00,0.00,0.74,104.00,0.70,-0.73,"hernl003"
"Jose Mijares",2012.00,"SFN","NL",1.00,0.00,2.00,0.76,88.00,0.72,0.14,"mijaj001"
"Francisco Rodriguez",2012.00,"MIL","NL",28.00,12.00,1.00,0.74,104.00,0.70,-0.14,"rodrf003"
"Cory Gearrin",2012.00,"ATL","NL",2.00,3.00,0.00,0.74,101.00,0.71,-0.80,"gearc001"
"Ryan Webb",2012.00,"MIA","NL",10.00,3.00,5.00,0.74,100.00,0.71,0.38,"webbr001"
"David Herndon",2012.00,"PHI","NL",0.00,1.00,0.00,0.74,101.00,0.71,-0.36,"hernd003"
"Marco Estrada",2012.00,"MIL","NL",0.00,0.00,0.00,0.74,104.00,0.70,,"estrm001"
"Carlos Torres",2012.00,"COL","NL",3.00,3.00,1.00,0.71,121.00,0.68,-0.57,"torrc001"
"Juan Cruz",2012.00,"PIT","NL",13.00,4.00,3.00,0.75,94.00,0.72,0.38,"cruzj005"
"Blake Parker",2012.00,"CHN","NL",0.00,1.00,0.00,0.74,99.00,0.71,-0.37,"parkb001"
"Mike MacDougal",2012.00,"LAN","NL",0.00,0.00,0.00,0.75,96.00,0.71,,"macdm001"
"Josh Spence",2012.00,"SDN","NL",0.00,1.00,0.00,0.75,92.00,0.72,-0.37,"spenj001"
"Jeurys Familia",2012.00,"NYN","NL",0.00,0.00,0.00,0.75,97.00,0.71,,"famij001"
"Wily Peralta",2012.00,"MIL","NL",0.00,0.00,0.00,0.74,104.00,0.70,,"peraw001"
"Victor Marte",2012.00,"SLN","NL",8.00,3.00,3.00,0.75,97.00,0.71,0.05,"martv002"
"Alex Hinshaw",2012.00,"CHN","NL",0.00,0.00,1.00,0.74,99.00,0.71,,"hinsa001"
"Will Harris",2012.00,"COL","NL",1.00,1.00,0.00,0.71,121.00,0.68,-0.19,"harrw002"
"Adam Ottavino",2012.00,"COL","NL",8.00,2.00,3.00,0.71,121.00,0.68,0.60,"ottaa001"
"Zach Duke",2012.00,"WAS","NL",0.00,0.00,0.00,0.74,101.00,0.71,,"dukez001"
"Brandon League",2012.00,"LAN","NL",13.00,2.00,0.00,0.75,96.00,0.71,1.15,"leagb001"
